QUAL	[2]id	[3]Quality	[4]number of SNPs	[5]number of transitions (1st ALT)	[6]number of transversions (1st ALT)	[7]number of indels
QUAL	0	799	27	15	11	1
QUAL	0	800	13	4	8	0
QUAL	0	801	16	8	8	5
QUAL	0	802	11	8	3	1
QUAL	0	803	19	5	12	1
QUAL	0	804	19	14	4	0
QUAL	0	805	26	19	7	1
QUAL	0	806	23	12	11	2
QUAL	0	807	14	8	6	2
QUAL	0	808	17	9	8	1
QUAL	0	809	16	6	10	1
QUAL	0	810	18	9	9	2
QUAL	0	811	19	8	10	0
QUAL	0	812	18	8	10	2
QUAL	0	813	22	9	13	3
QUAL	0	814	28	14	14	0
QUAL	0	815	19	8	10	2
QUAL	0	816	23	12	9	0
QUAL	0	817	18	13	4	2
QUAL	0	818	22	10	12	0
QUAL	0	819	17	8	9	2
QUAL	0	820	20	12	8	1
QUAL	0	821	18	9	9	1
QUAL	0	822	27	17	10	1
QUAL	0	823	14	5	9	1
QUAL	0	824	13	10	3	0
QUAL	0	825	19	10	9	2
QUAL	0	826	24	11	13	1
QUAL	0	827	20	12	6	3
QUAL	0	828	19	7	11	1
QUAL	0	829	22	11	11	0
QUAL	0	830	23	11	12	0
QUAL	0	831	23	13	9	2
QUAL	0	832	19	12	6	2
QUAL	0	833	15	10	4	1
QUAL	0	834	17	12	4	0
QUAL	0	835	21	9	12	1
QUAL	0	836	27	9	15	1
QUAL	0	837	21	12	9	2
QUAL	0	838	22	10	10	1
QUAL	0	839	18	8	10	2
QUAL	0	840	22	12	10	1
QUAL	0	841	20	11	8	2
QUAL	0	842	20	10	10	0
QUAL	0	843	29	15	14	1
QUAL	0	844	12	6	6	1
QUAL	0	845	20	12	8	1
QUAL	0	846	15	8	6	2
QUAL	0	847	18	11	7	0
QUAL	0	848	12	8	4	0
QUAL	0	849	17	9	8	1
QUAL	0	850	17	12	4	1
QUAL	0	851	21	10	9	2
QUAL	0	852	17	10	6	0
QUAL	0	853	19	12	6	0
QUAL	0	854	25	20	5	1
QUAL	0	855	25	11	13	1
QUAL	0	856	17	9	8	1
QUAL	0	857	12	5	7	2
QUAL	0	858	14	8	5	0
QUAL	0	859	20	8	12	0
QUAL	0	860	15	7	8	3
QUAL	0	861	20	12	8	0
QUAL	0	862	20	10	8	0
QUAL	0	863	27	14	11	2
QUAL	0	864	15	7	7	1
QUAL	0	865	21	14	7	1
QUAL	0	866	23	13	10	0
QUAL	0	867	18	9	9	1
QUAL	0	868	11	7	4	0
QUAL	0	869	23	13	9	0
QUAL	0	870	19	8	9	3
QUAL	0	871	17	9	8	1
QUAL	0	872	19	8	10	0
QUAL	0	873	20	10	9	3
QUAL	0	874	21	7	13	1
QUAL	0	875	15	7	8	2
QUAL	0	876	23	12	11	3
QUAL	0	877	22	8	14	1
QUAL	0	878	26	13	13	1
QUAL	0	879	21	8	12	1
QUAL	0	880	19	9	9	2
QUAL	0	881	16	9	6	1
QUAL	0	882	21	6	14	3
QUAL	0	883	12	9	3	3
QUAL	0	884	22	10	11	2
QUAL	0	885	13	7	4	1
QUAL	0	886	21	11	10	1
QUAL	0	887	16	7	9	2
QUAL	0	888	13	9	3	1
QUAL	0	889	6	4	2	0
QUAL	0	890	18	7	8	1
QUAL	0	891	22	13	9	0
QUAL	0	892	10	6	4	0
QUAL	0	893	18	11	7	1
QUAL	0	894	16	10	5	1
QUAL	0	895	20	10	10	2
QUAL	0	896	14	9	4	1
QUAL	0	897	20	11	9	0
QUAL	0	898	20	8	12	1
QUAL	0	899	10	6	4	2
QUAL	0	900	14	7	7	5
QUAL	0	901	12	1	11	0
QUAL	0	902	19	13	6	4
QUAL	0	903	23	15	7	1
QUAL	0	904	14	4	8	3
QUAL	0	905	23	13	10	1
QUAL	0	906	16	5	11	4
QUAL	0	907	21	9	12	1
QUAL	0	908	18	7	11	2
QUAL	0	909	9	6	3	1
QUAL	0	910	28	13	14	0
QUAL	0	911	21	14	6	0
QUAL	0	912	12	8	4	1
QUAL	0	913	15	14	1	1
QUAL	0	914	16	9	7	1
QUAL	0	915	23	13	8	0
QUAL	0	916	20	13	7	0
QUAL	0	917	16	5	10	0
QUAL	0	918	16	6	8	0
QUAL	0	919	16	6	9	0
QUAL	0	920	19	11	8	1
QUAL	0	921	23	13	8	1
QUAL	0	922	14	7	7	1
QUAL	0	923	19	9	10	1
QUAL	0	924	9	6	3	2
QUAL	0	925	13	4	8	1
QUAL	0	926	13	7	6	0
QUAL	0	927	18	9	9	0
QUAL	0	928	17	5	10	1
QUAL	0	929	12	3	9	1
QUAL	0	930	15	6	7	2
QUAL	0	931	20	10	9	0
QUAL	0	932	20	10	9	0
QUAL	0	933	16	11	5	1
QUAL	0	934	17	10	7	0
QUAL	0	935	18	8	9	0
QUAL	0	936	18	8	9	0
QUAL	0	937	16	6	10	3
QUAL	0	938	11	6	5	1
QUAL	0	939	13	4	8	0
QUAL	0	940	21	13	8	2
QUAL	0	941	11	3	7	1
QUAL	0	942	10	7	3	0
QUAL	0	943	15	7	8	1
QUAL	0	944	17	8	9	1
QUAL	0	945	16	8	8	1
QUAL	0	946	14	9	5	2
QUAL	0	947	20	11	8	2
QUAL	0	948	19	10	9	0
QUAL	0	949	14	7	7	0
QUAL	0	950	23	15	8	2
QUAL	0	951	15	10	5	2
QUAL	0	952	25	18	7	2
QUAL	0	953	21	12	9	0
QUAL	0	954	14	8	6	0
QUAL	0	955	24	17	7	0
QUAL	0	956	16	6	10	1
QUAL	0	957	24	15	7	2
QUAL	0	958	13	9	3	0
QUAL	0	959	16	8	8	1
QUAL	0	960	23	12	9	1
QUAL	0	961	15	7	7	1
QUAL	0	962	17	9	8	2
QUAL	0	963	21	10	11	1
QUAL	0	964	21	8	11	0
QUAL	0	965	22	13	7	1
QUAL	0	966	21	14	7	2
QUAL	0	967	20	10	9	2
QUAL	0	968	15	10	5	0
QUAL	0	969	12	9	3	1
QUAL	0	970	13	7	6	3
QUAL	0	971	16	10	5	3
QUAL	0	972	10	5	4	2
QUAL	0	973	16	11	4	0
QUAL	0	974	20	10	8	1
QUAL	0	975	15	9	6	0
QUAL	0	976	16	9	7	0
QUAL	0	977	18	9	7	1
QUAL	0	978	17	5	11	4
QUAL	0	979	19	11	7	1
QUAL	0	980	13	5	7	0
QUAL	0	981	19	11	8	0
QUAL	0	982	17	7	9	1
QUAL	0	983	16	10	6	0
QUAL	0	984	17	11	4	0
QUAL	0	985	15	4	11	1
QUAL	0	986	19	10	9	2
QUAL	0	987	18	10	7	1
QUAL	0	988	20	9	11	0
QUAL	0	989	19	10	9	1
QUAL	0	990	26	14	12	2
QUAL	0	991	14	7	7	3
QUAL	0	992	18	9	9	1
QUAL	0	993	22	10	10	1
QUAL	0	994	16	10	6	1
QUAL	0	995	9	6	3	2
QUAL	0	996	13	6	7	2
QUAL	0	997	10	7	3	2
QUAL	0	998	45273	23957	20396	2675
