QUAL	[2]id	[3]Quality	[4]number of SNPs	[5]number of transitions (1st ALT)	[6]number of transversions (1st ALT)	[7]number of indels
QUAL	0	768	476	220	206	35
QUAL	0	769	436	200	178	42
QUAL	0	770	450	225	170	37
QUAL	0	771	452	221	180	41
QUAL	0	772	455	208	192	37
QUAL	0	773	510	247	206	41
QUAL	0	774	432	197	181	38
QUAL	0	775	462	219	187	44
QUAL	0	776	437	186	198	34
QUAL	0	777	470	227	186	29
QUAL	0	778	476	230	176	44
QUAL	0	779	456	210	170	35
QUAL	0	780	508	247	199	36
QUAL	0	781	448	206	175	41
QUAL	0	782	437	192	170	35
QUAL	0	783	475	242	184	28
QUAL	0	784	424	204	172	37
QUAL	0	785	492	227	192	38
QUAL	0	786	474	223	176	32
QUAL	0	787	457	226	171	39
QUAL	0	788	477	220	198	35
QUAL	0	789	461	231	181	41
QUAL	0	790	466	224	195	36
QUAL	0	791	471	215	190	42
QUAL	0	792	440	201	179	36
QUAL	0	793	444	213	179	41
QUAL	0	794	475	223	196	40
QUAL	0	795	448	210	174	44
QUAL	0	796	478	228	194	26
QUAL	0	797	445	209	169	41
QUAL	0	798	442	212	162	47
QUAL	0	799	440	189	180	40
QUAL	0	800	436	203	175	36
QUAL	0	801	442	204	188	35
QUAL	0	802	452	209	193	34
QUAL	0	803	441	212	178	32
QUAL	0	804	439	190	172	39
QUAL	0	805	465	217	190	36
QUAL	0	806	454	211	178	29
QUAL	0	807	456	216	194	28
QUAL	0	808	446	205	177	31
QUAL	0	809	482	214	202	40
QUAL	0	810	409	198	159	32
QUAL	0	811	429	200	175	35
QUAL	0	812	437	207	167	28
QUAL	0	813	438	215	170	39
QUAL	0	814	505	251	201	38
QUAL	0	815	476	222	189	46
QUAL	0	816	453	226	163	33
QUAL	0	817	432	212	171	37
QUAL	0	818	424	203	167	31
QUAL	0	819	436	207	179	29
QUAL	0	820	456	237	160	33
QUAL	0	821	413	184	178	40
QUAL	0	822	480	235	179	28
QUAL	0	823	424	230	153	33
QUAL	0	824	444	204	182	35
QUAL	0	825	396	190	149	36
QUAL	0	826	428	192	169	42
QUAL	0	827	428	193	169	46
QUAL	0	828	437	202	173	24
QUAL	0	829	429	194	179	40
QUAL	0	830	447	190	204	40
QUAL	0	831	441	214	172	29
QUAL	0	832	431	197	166	34
QUAL	0	833	456	221	169	30
QUAL	0	834	457	218	168	37
QUAL	0	835	432	222	158	36
QUAL	0	836	450	202	192	31
QUAL	0	837	411	201	155	30
QUAL	0	838	433	192	176	38
QUAL	0	839	429	210	156	36
QUAL	0	840	412	205	143	35
QUAL	0	841	436	196	181	34
QUAL	0	842	475	232	174	32
QUAL	0	843	454	209	182	34
QUAL	0	844	388	171	157	40
QUAL	0	845	412	202	161	33
QUAL	0	846	409	195	144	39
QUAL	0	847	431	197	181	28
QUAL	0	848	425	218	156	28
QUAL	0	849	430	193	180	31
QUAL	0	850	407	205	153	21
QUAL	0	851	403	183	161	35
QUAL	0	852	408	199	162	26
QUAL	0	853	418	197	159	38
QUAL	0	854	414	200	154	32
QUAL	0	855	423	193	168	34
QUAL	0	856	429	211	171	29
QUAL	0	857	397	199	144	35
QUAL	0	858	397	183	147	41
QUAL	0	859	415	192	172	38
QUAL	0	860	415	197	165	32
QUAL	0	861	421	206	157	31
QUAL	0	862	428	204	173	32
QUAL	0	863	419	208	153	47
QUAL	0	864	410	199	170	18
QUAL	0	865	391	204	130	21
QUAL	0	866	388	174	170	33
QUAL	0	867	401	176	157	43
QUAL	0	868	406	171	171	41
QUAL	0	869	441	203	180	40
QUAL	0	870	392	191	142	32
QUAL	0	871	432	203	177	27
QUAL	0	872	396	188	161	30
QUAL	0	873	400	203	149	45
QUAL	0	874	385	189	153	22
QUAL	0	875	420	203	175	29
QUAL	0	876	385	187	146	44
QUAL	0	877	407	184	176	29
QUAL	0	878	418	206	168	34
QUAL	0	879	408	190	167	31
QUAL	0	880	420	202	169	38
QUAL	0	881	379	191	133	33
QUAL	0	882	391	191	152	32
QUAL	0	883	389	187	156	40
QUAL	0	884	423	203	156	44
QUAL	0	885	430	206	173	34
QUAL	0	886	404	211	140	33
QUAL	0	887	386	168	152	40
QUAL	0	888	431	191	182	36
QUAL	0	889	386	176	150	27
QUAL	0	890	406	196	148	34
QUAL	0	891	398	196	156	27
QUAL	0	892	391	184	157	28
QUAL	0	893	405	187	162	33
QUAL	0	894	376	191	134	24
QUAL	0	895	418	192	169	32
QUAL	0	896	407	192	159	29
QUAL	0	897	399	185	159	29
QUAL	0	898	369	177	143	31
QUAL	0	899	402	171	165	24
QUAL	0	900	354	163	134	29
QUAL	0	901	409	184	157	38
QUAL	0	902	416	180	168	29
QUAL	0	903	415	179	173	25
QUAL	0	904	402	188	156	43
QUAL	0	905	400	172	160	36
QUAL	0	906	398	183	159	32
QUAL	0	907	351	145	149	26
QUAL	0	908	359	187	126	32
QUAL	0	909	376	190	123	31
QUAL	0	910	388	174	165	36
QUAL	0	911	367	152	157	26
QUAL	0	912	398	193	151	30
QUAL	0	913	362	160	151	25
QUAL	0	914	373	177	141	36
QUAL	0	915	390	172	172	38
QUAL	0	916	386	183	146	24
QUAL	0	917	352	171	140	29
QUAL	0	918	381	206	137	29
QUAL	0	919	371	163	150	31
QUAL	0	920	419	177	183	31
QUAL	0	921	371	190	143	23
QUAL	0	922	373	180	154	39
QUAL	0	923	356	156	155	31
QUAL	0	924	372	162	156	28
QUAL	0	925	375	172	155	29
QUAL	0	926	383	173	149	33
QUAL	0	927	372	173	159	26
QUAL	0	928	415	187	158	30
QUAL	0	929	355	168	147	30
QUAL	0	930	330	156	117	38
QUAL	0	931	336	162	129	27
QUAL	0	932	340	162	148	17
QUAL	0	933	369	174	133	30
QUAL	0	934	394	169	155	29
QUAL	0	935	364	168	140	33
QUAL	0	936	334	148	136	20
QUAL	0	937	371	170	144	35
QUAL	0	938	335	159	135	27
QUAL	0	939	362	151	143	31
QUAL	0	940	358	176	137	37
QUAL	0	941	344	166	117	38
QUAL	0	942	382	181	156	29
QUAL	0	943	391	172	166	38
QUAL	0	944	386	177	169	24
QUAL	0	945	388	197	144	28
QUAL	0	946	368	161	151	41
QUAL	0	947	378	184	140	34
QUAL	0	948	351	163	151	32
QUAL	0	949	348	176	127	30
QUAL	0	950	333	157	127	32
QUAL	0	951	378	182	155	33
QUAL	0	952	390	194	153	27
QUAL	0	953	355	172	148	20
QUAL	0	954	354	156	149	32
QUAL	0	955	354	180	137	29
QUAL	0	956	333	162	123	22
QUAL	0	957	398	196	150	32
QUAL	0	958	350	158	137	32
QUAL	0	959	382	202	142	30
QUAL	0	960	361	180	130	31
QUAL	0	961	355	168	138	24
QUAL	0	962	376	171	148	23
QUAL	0	963	386	165	162	32
QUAL	0	964	343	148	145	22
QUAL	0	965	359	166	144	29
QUAL	0	966	372	190	144	27
QUAL	0	967	341	157	141	27
QUAL	0	968	345	156	143	31
QUAL	0	969	348	175	122	30
QUAL	0	970	391	199	142	30
QUAL	0	971	341	164	129	24
QUAL	0	972	323	155	112	30
QUAL	0	973	359	173	126	36
QUAL	0	974	357	170	146	25
QUAL	0	975	339	156	136	21
QUAL	0	976	399	186	167	31
QUAL	0	977	378	173	139	30
QUAL	0	978	349	165	134	34
QUAL	0	979	344	152	141	22
QUAL	0	980	344	160	136	32
QUAL	0	981	317	161	118	33
QUAL	0	982	357	188	123	33
QUAL	0	983	380	198	129	23
QUAL	0	984	386	185	144	40
QUAL	0	985	349	142	148	33
QUAL	0	986	330	151	141	31
QUAL	0	987	339	170	113	24
QUAL	0	988	340	163	125	31
QUAL	0	989	357	163	138	27
QUAL	0	990	339	157	128	35
QUAL	0	991	386	187	147	34
QUAL	0	992	353	140	160	33
QUAL	0	993	322	140	133	32
QUAL	0	994	321	155	124	25
QUAL	0	995	326	169	114	32
QUAL	0	996	334	148	140	31
QUAL	0	997	341	151	136	30
QUAL	0	998	597068	267945	223909	52690
