QUAL	[2]id	[3]Quality	[4]number of SNPs	[5]number of transitions (1st ALT)	[6]number of transversions (1st ALT)	[7]number of indels
QUAL	0	791	13	7	4	0
QUAL	0	792	19	6	7	1
QUAL	0	793	16	7	7	0
QUAL	0	794	12	8	2	1
QUAL	0	795	15	5	7	3
QUAL	0	796	14	4	4	0
QUAL	0	797	14	4	4	0
QUAL	0	798	13	7	4	0
QUAL	0	799	11	6	0	1
QUAL	0	800	14	4	4	3
QUAL	0	801	14	5	5	0
QUAL	0	802	13	5	2	1
QUAL	0	803	19	3	6	0
QUAL	0	804	13	2	3	0
QUAL	0	805	18	7	6	1
QUAL	0	806	13	5	3	0
QUAL	0	807	14	6	4	0
QUAL	0	808	13	3	4	1
QUAL	0	809	10	4	2	1
QUAL	0	810	22	9	9	2
QUAL	0	811	8	3	4	1
QUAL	0	812	15	8	3	0
QUAL	0	813	12	5	5	0
QUAL	0	814	16	7	7	0
QUAL	0	815	17	5	6	1
QUAL	0	816	12	8	3	1
QUAL	0	817	11	4	4	2
QUAL	0	818	8	2	3	0
QUAL	0	819	20	8	7	1
QUAL	0	820	8	1	6	1
QUAL	0	821	12	2	4	1
QUAL	0	822	15	4	5	0
QUAL	0	823	12	3	3	0
QUAL	0	824	16	3	5	1
QUAL	0	825	13	2	3	1
QUAL	0	826	12	2	6	0
QUAL	0	827	13	6	4	0
QUAL	0	828	11	3	4	1
QUAL	0	829	10	4	3	0
QUAL	0	830	14	7	5	1
QUAL	0	831	13	1	9	0
QUAL	0	832	15	4	6	1
QUAL	0	833	11	6	2	2
QUAL	0	834	10	4	5	2
QUAL	0	835	12	3	4	0
QUAL	0	836	14	6	5	0
QUAL	0	837	10	3	3	1
QUAL	0	838	15	3	5	3
QUAL	0	839	10	2	4	0
QUAL	0	840	15	8	3	0
QUAL	0	841	15	6	6	0
QUAL	0	842	30	14	5	0
QUAL	0	843	12	6	6	0
QUAL	0	844	13	4	3	3
QUAL	0	845	17	10	2	2
QUAL	0	846	22	12	7	2
QUAL	0	847	13	7	2	0
QUAL	0	848	13	8	3	0
QUAL	0	849	10	3	3	0
QUAL	0	850	11	2	5	0
QUAL	0	851	10	4	2	0
QUAL	0	852	10	5	2	1
QUAL	0	853	11	2	6	1
QUAL	0	854	11	4	4	1
QUAL	0	855	15	5	2	0
QUAL	0	856	16	9	3	0
QUAL	0	857	15	6	3	0
QUAL	0	858	16	5	9	0
QUAL	0	859	14	5	4	0
QUAL	0	860	11	4	3	0
QUAL	0	861	16	4	5	2
QUAL	0	862	9	2	2	1
QUAL	0	863	10	2	4	0
QUAL	0	864	8	3	3	1
QUAL	0	865	19	8	6	1
QUAL	0	866	12	7	1	1
QUAL	0	867	10	2	5	0
QUAL	0	868	10	4	5	0
QUAL	0	869	14	5	4	1
QUAL	0	870	13	4	5	1
QUAL	0	871	7	2	4	0
QUAL	0	872	13	3	5	1
QUAL	0	873	9	1	5	1
QUAL	0	874	9	3	3	1
QUAL	0	875	11	4	4	1
QUAL	0	876	9	0	3	1
QUAL	0	877	14	6	6	1
QUAL	0	878	12	3	4	0
QUAL	0	879	15	4	4	0
QUAL	0	880	17	4	5	1
QUAL	0	881	14	7	3	0
QUAL	0	882	15	7	4	0
QUAL	0	883	11	2	2	1
QUAL	0	884	11	4	4	0
QUAL	0	885	11	3	4	2
QUAL	0	886	12	2	7	0
QUAL	0	887	4	1	2	0
QUAL	0	888	11	4	5	0
QUAL	0	889	18	7	7	0
QUAL	0	890	14	5	4	1
QUAL	0	891	12	6	3	0
QUAL	0	892	12	5	4	1
QUAL	0	893	10	4	3	0
QUAL	0	894	16	5	5	0
QUAL	0	895	5	3	2	1
QUAL	0	896	10	4	2	0
QUAL	0	897	12	6	3	1
QUAL	0	898	9	3	0	0
QUAL	0	899	12	5	1	0
QUAL	0	900	9	3	5	1
QUAL	0	901	19	9	6	1
QUAL	0	902	11	6	2	0
QUAL	0	903	8	3	3	1
QUAL	0	904	13	6	5	0
QUAL	0	905	14	6	5	1
QUAL	0	906	8	4	2	2
QUAL	0	907	7	1	4	0
QUAL	0	908	16	8	6	0
QUAL	0	909	9	3	2	0
QUAL	0	910	9	4	3	0
QUAL	0	911	7	0	2	1
QUAL	0	912	18	4	5	0
QUAL	0	913	8	1	4	0
QUAL	0	914	13	5	6	1
QUAL	0	915	11	5	2	2
QUAL	0	916	9	3	2	0
QUAL	0	917	11	8	1	0
QUAL	0	918	11	5	2	0
QUAL	0	919	7	1	3	0
QUAL	0	920	12	4	2	2
QUAL	0	921	7	4	2	0
QUAL	0	922	6	3	2	0
QUAL	0	923	11	2	3	0
QUAL	0	924	13	1	5	0
QUAL	0	925	11	4	3	0
QUAL	0	926	13	2	6	1
QUAL	0	927	8	4	1	0
QUAL	0	928	15	7	5	0
QUAL	0	929	4	2	1	0
QUAL	0	930	10	2	3	1
QUAL	0	931	6	0	2	0
QUAL	0	932	3	3	0	1
QUAL	0	933	11	3	5	2
QUAL	0	934	6	2	2	0
QUAL	0	935	9	4	4	0
QUAL	0	936	16	6	5	0
QUAL	0	937	12	5	4	2
QUAL	0	938	4	1	1	1
QUAL	0	939	8	6	1	0
QUAL	0	940	10	4	3	0
QUAL	0	941	7	2	3	0
QUAL	0	942	11	3	3	0
QUAL	0	943	11	5	4	2
QUAL	0	944	4	0	3	1
QUAL	0	945	10	6	3	0
QUAL	0	946	7	2	2	1
QUAL	0	947	8	2	2	2
QUAL	0	948	12	4	3	0
QUAL	0	949	12	8	3	2
QUAL	0	950	9	3	1	0
QUAL	0	951	10	4	2	0
QUAL	0	952	7	3	1	2
QUAL	0	953	7	4	1	2
QUAL	0	954	6	2	0	1
QUAL	0	955	14	5	5	0
QUAL	0	956	8	2	4	0
QUAL	0	957	12	4	4	1
QUAL	0	958	9	3	3	0
QUAL	0	959	10	3	3	1
QUAL	0	960	8	2	1	0
QUAL	0	961	4	1	2	0
QUAL	0	962	11	6	2	4
QUAL	0	963	11	5	4	0
QUAL	0	964	9	2	3	1
QUAL	0	965	3	1	2	0
QUAL	0	966	9	5	2	1
QUAL	0	967	9	4	2	0
QUAL	0	968	10	4	5	1
QUAL	0	969	13	3	5	1
QUAL	0	970	9	4	2	1
QUAL	0	971	10	6	2	1
QUAL	0	972	16	7	7	0
QUAL	0	973	6	2	1	1
QUAL	0	974	10	4	2	0
QUAL	0	975	12	2	4	1
QUAL	0	976	7	3	1	0
QUAL	0	977	10	5	2	2
QUAL	0	978	11	5	3	0
QUAL	0	979	12	4	6	0
QUAL	0	980	8	2	3	1
QUAL	0	981	4	1	2	0
QUAL	0	982	9	3	4	0
QUAL	0	983	9	3	0	1
QUAL	0	984	10	7	2	0
QUAL	0	985	10	3	3	1
QUAL	0	986	8	3	3	0
QUAL	0	987	8	1	4	0
QUAL	0	988	9	6	0	0
QUAL	0	989	10	2	4	0
QUAL	0	990	5	0	1	0
QUAL	0	991	5	1	1	1
QUAL	0	992	8	5	3	1
QUAL	0	993	7	3	2	0
QUAL	0	994	5	1	1	0
QUAL	0	995	14	5	7	0
QUAL	0	996	14	5	4	1
QUAL	0	997	10	6	0	0
QUAL	0	998	3966	1146	941	226
