Intensity Value	Number of Pixels
  358.70085	0
  522.00000	117
  359.12088	0
  359.33089	0
  359.54090	0
  359.75092	0
  523.00000	131
  360.17094	0
  360.38095	0
  360.59096	0
  524.00000	136
  361.01099	0
  361.22100	0
  361.43101	0
  361.64103	0
  525.00000	119
  362.06105	0
  362.27106	0
  362.48107	0
  362.69109	0
  526.00000	107
  363.11111	0
  363.32112	0
  363.53114	0
  363.74115	0
  527.00000	126
  364.16117	0
  364.37118	0
  364.58120	0
  528.00000	109
  365.00122	0
  365.21123	0
  365.42125	0
  365.63126	0
  529.00000	123
  366.05128	0
  366.26129	0
  366.47131	0
  366.68132	0
  530.00000	165
  367.10134	0
  367.31136	0
  367.52137	0
  367.73138	0
  531.00000	152
  368.15140	0
  368.36142	0
  368.57143	0
  368.78144	0
  532.00000	133
  369.20147	0
  369.41148	0
  369.62149	0
  533.00000	107
  370.04151	0
  370.25153	0
  370.46154	0
  370.67155	0
  534.00000	117
  371.09158	0
  371.30159	0
  371.51160	0
  371.72161	0
  535.00000	112
  372.14164	0
  372.35165	0
  372.56166	0
  372.77167	0
  536.00000	117
  373.19170	0
  373.40171	0
  373.61172	0
  537.00000	110
  374.03175	0
  374.24176	0
  374.45177	0
  374.66178	0
  538.00000	125
  375.08181	0
  375.29182	0
  375.50183	0
  375.71184	0
  539.00000	125
  376.13187	0
  376.34188	0
  376.55189	0
  376.76190	0
  540.00000	122
  377.18193	0
  377.39194	0
  377.60195	0
  541.00000	83
  378.02198	0
  378.23199	0
  378.44200	0
  378.65201	0
  542.00000	107
  379.07204	0
  379.28205	0
  379.49206	0
  379.70208	0
  543.00000	136
  380.12210	0
  380.33211	0
  380.54212	0
  380.75214	0
  544.00000	101
  381.17216	0
  381.38217	0
  381.59219	0
  545.00000	112
  382.01221	0
  382.22222	0
  382.43223	0
  382.64225	0
  546.00000	120
  383.06227	0
  383.27228	0
  383.48230	0
  383.69231	0
  547.00000	108
  384.11233	0
  384.32234	0
  384.53236	0
  384.74237	0
  548.00000	105
  385.16239	0
  385.37241	0
  385.58242	0
  549.00000	107
  386.00244	0
  386.21245	0
  386.42247	0
  386.63248	0
  550.00000	112
  387.05250	0
  387.26252	0
  387.47253	0
  387.68254	0
  551.00000	98
  388.10256	0
  388.31258	0
  388.52259	0
  388.73260	0
  552.00000	103
  389.15263	0
  389.36264	0
  389.57265	0
  389.78266	0
  553.00000	108
  390.20269	0
  390.41270	0
  390.62271	0
  554.00000	109
  391.04274	0
  391.25275	0
  391.46276	0
  391.67277	0
  555.00000	101
  392.09280	0
  392.30281	0
  392.51282	0
  392.72283	0
  556.00000	96
  393.14286	0
  393.35287	0
  393.56288	0
  393.77289	0
  557.00000	94
  394.19292	0
  394.40293	0
  394.61294	0
  558.00000	111
  395.03297	0
  395.24298	0
  395.45299	0
  395.66300	0
  559.00000	112
  396.08303	0
  396.29304	0
  396.50305	0
  396.71306	0
  560.00000	92
  397.13309	0
  397.34310	0
  397.55311	0
  397.76313	0
  561.00000	131
  398.18315	0
  398.39316	0
  398.60317	0
  562.00000	88
  399.02320	0
  399.23321	0
  399.44322	0
  399.65324	0
  563.00000	103
  400.07326	0
  400.28327	0
  400.49328	0
  400.70330	0
  564.00000	94
  401.12332	0
  401.33333	0
  401.54335	0
  401.75336	0
  565.00000	86
  402.17338	0
  402.38339	0
  402.59341	0
  566.00000	108
  403.01343	0
  403.22344	0
  403.43346	0
  403.64347	0
  567.00000	101
  404.06349	0
  404.27350	0
  404.48352	0
  404.69353	0
  568.00000	93
  405.11355	0
  405.32357	0
  405.53358	0
  405.74359	0
  569.00000	95
  406.16361	0
  406.37363	0
  406.58364	0
  570.00000	113
  407.00366	0
  407.21368	0
  407.42369	0
  407.63370	0
  571.00000	82
  408.05372	0
  408.26374	0
  408.47375	0
  408.68376	0
  572.00000	91
  409.10379	0
  409.31380	0
  409.52381	0
  409.73382	0
  573.00000	100
  410.15385	0
  410.36386	0
  410.57387	0
  410.78388	0
  574.00000	96
  411.20391	0
  411.41392	0
  411.62393	0
  575.00000	107
  412.04396	0
  412.25397	0
  412.46398	0
  412.67399	0
  576.00000	93
  413.09402	0
  413.30403	0
  413.51404	0
  413.72405	0
  577.00000	101
  414.14408	0
  414.35409	0
  414.56410	0
  414.77411	0
  578.00000	108
  415.19414	0
  415.40415	0
  415.61416	0
  579.00000	93
  416.03419	0
  416.24420	0
  416.45421	0
  416.66422	0
  580.00000	77
  417.08425	0
  417.29426	0
  417.50427	0
  417.71429	0
  581.00000	103
  418.13431	0
  418.34432	0
  418.55433	0
  418.76435	0
  582.00000	88
  419.18437	0
  419.39438	0
  419.60440	0
  583.00000	82
  420.02442	0
  420.23443	0
  420.44444	0
  420.65446	0
  584.00000	80
  421.07448	0
  421.28449	0
  421.49451	0
  421.70452	0
  585.00000	91
  422.12454	0
  422.33455	0
  422.54457	0
  422.75458	0
  586.00000	88
  423.17460	0
  423.38462	0
  423.59463	0
  587.00000	70
  424.01465	0
  424.22466	0
  424.43468	0
  424.64469	0
  588.00000	86
  425.06471	0
  425.27473	0
  425.48474	0
  425.69475	0
  589.00000	105
  426.11477	0
  426.32479	0
  426.53480	0
  426.74481	0
  590.00000	92
  427.16484	0
  427.37485	0
  427.58486	0
  591.00000	90
  428.00488	0
  428.21490	0
  428.42491	0
  428.63492	0
  592.00000	93
  429.05495	0
  429.26496	0
  429.47497	0
  429.68498	0
  593.00000	84
  430.10501	0
  430.31502	0
  430.52503	0
  430.73504	0
  594.00000	86
  431.15507	0
  431.36508	0
  431.57509	0
  431.78510	0
  595.00000	69
  432.20513	0
  432.41514	0
  432.62515	0
  596.00000	86
  433.04518	0
  433.25519	0
  433.46520	0
  433.67521	0
  597.00000	73
  434.09524	0
  434.30525	0
  434.51526	0
  434.72527	0
  598.00000	93
  435.14530	0
  435.35531	0
  435.56532	0
  435.77534	0
  599.00000	90
  436.19536	0
  436.40537	0
  436.61538	0
  600.00000	70
  437.03541	0
  437.24542	0
  437.45543	0
  437.66545	0
  601.00000	79
  438.08547	0
  438.29548	0
  438.50549	0
  438.71551	0
  602.00000	74
  439.13553	0
  439.34554	0
  439.55556	0
  439.76557	0
  603.00000	76
  440.18559	0
  440.39560	0
  440.60562	0
  604.00000	64
  441.02564	0
  441.23565	0
  441.44567	0
  441.65568	0
  605.00000	77
  442.07570	0
  442.28571	0
  442.49573	0
  442.70574	0
  606.00000	69
  443.12576	0
  443.33578	0
  443.54579	0
  443.75580	0
  607.00000	73
  444.17582	0
  444.38584	0
  444.59585	0
  608.00000	69
  445.01587	0
  445.22589	0
  445.43590	0
  445.64591	0
  609.00000	52
  446.06593	0
  446.27595	0
  446.48596	0
  446.69597	0
  610.00000	70
  447.11600	0
  447.32601	0
  447.53602	0
  447.74603	0
  611.00000	66
  448.16606	0
  448.37607	0
  448.58608	0
  612.00000	59
  449.00611	0
  449.21612	0
  449.42613	0
  449.63614	0
  613.00000	81
  450.05617	0
  450.26618	0
  450.47619	0
  450.68620	0
  614.00000	55
  451.10623	0
  451.31624	0
  451.52625	0
  451.73626	0
  615.00000	57
  452.15629	0
  452.36630	0
  452.57631	0
  452.78632	0
  616.00000	65
  453.20635	0
  453.41636	0
  453.62637	0
  617.00000	67
  454.04640	0
  454.25641	0
  454.46642	0
  454.67643	0
  618.00000	63
  455.09646	0
  455.30647	0
  455.51648	0
  455.72650	0
  619.00000	64
  456.14652	0
  456.35653	0
  456.56654	0
  456.77656	0
  620.00000	45
  457.19658	0
  457.40659	0
  457.61661	0
  621.00000	63
  458.03663	0
  458.24664	0
  458.45665	0
  458.66667	0
  622.00000	55
  459.08669	0
  459.29670	0
  459.50672	0
  459.71673	0
  623.00000	53
  460.13675	0
  460.34676	0
  460.55678	0
  460.76679	0
  624.00000	61
  461.18681	0
  461.39683	0
  461.60684	0
  625.00000	54
  462.02686	0
  462.23687	0
  462.44689	0
  462.65690	0
  626.00000	55
  463.07692	0
  463.28694	0
  463.49695	0
  463.70696	0
  627.00000	42
  464.12698	0
  464.33700	0
  464.54701	0
  464.75702	0
  628.00000	37
  465.17705	0
  465.38706	0
  465.59707	0
  629.00000	54
  466.01709	0
  466.22711	0
  466.43712	0
  466.64713	0
  630.00000	43
  467.06716	0
  467.27717	0
  467.48718	0
  467.69719	0
  631.00000	56
  468.11722	0
  468.32723	0
  468.53724	0
  468.74725	0
  632.00000	56
  469.16728	0
  469.37729	0
  469.58730	0
  633.00000	61
  470.00733	0
  470.21734	0
  470.42735	0
  470.63736	0
  634.00000	48
  471.05739	0
  471.26740	0
  471.47741	0
  471.68742	0
  635.00000	60
  472.10745	0
  472.31746	0
  472.52747	0
  472.73748	0
  636.00000	51
  473.15751	0
  473.36752	0
  473.57753	0
  473.78755	0
  637.00000	54
  474.20757	0
  474.41758	0
  474.62759	0
  638.00000	46
  475.04762	0
  475.25763	0
  475.46764	0
  475.67766	0
  639.00000	55
  476.09768	0
  476.30769	0
  476.51770	0
  476.72772	0
  640.00000	55
  477.14774	0
  477.35775	0
  477.56777	0
  477.77778	0
  641.00000	52
  478.19780	0
  478.40781	0
  478.61783	0
  642.00000	47
  479.03785	0
  479.24786	0
  479.45788	0
  479.66789	0
  643.00000	47
  480.08791	0
  480.29792	0
  480.50794	0
  480.71795	0
  644.00000	43
  481.13797	0
  481.34799	0
  481.55800	0
  481.76801	0
  645.00000	57
  482.18803	0
  482.39805	0
  482.60806	0
  646.00000	49
  483.02808	0
  483.23810	0
  483.44811	0
  483.65812	0
  647.00000	56
  484.07814	0
  484.28816	0
  484.49817	0
  484.70818	0
  648.00000	46
  485.12821	0
  485.33822	0
  485.54823	0
  485.75824	0
  649.00000	39
  486.17827	0
  486.38828	0
  486.59829	0
  650.00000	49
  487.01832	0
  487.22833	0
  487.43834	0
  487.64835	0
  651.00000	39
  488.06838	0
  488.27839	0
  488.48840	0
  488.69841	0
  652.00000	41
  489.11844	0
  489.32845	0
  489.53846	0
  489.74847	0
  653.00000	47
  490.16850	0
  490.37851	0
  490.58852	0
  654.00000	38
  491.00855	0
  491.21856	0
  491.42857	0
  491.63858	0
  655.00000	38
  492.05861	0
  492.26862	0
  492.47863	0
  492.68864	0
  656.00000	41
  493.10867	0
  493.31868	0
  493.52869	0
  493.73871	0
  657.00000	42
  494.15873	0
  494.36874	0
  494.57875	0
  494.78877	0
  658.00000	36
  495.20879	0
  495.41880	0
  495.62882	0
  659.00000	40
  496.04884	0
  496.25885	0
  496.46886	0
  496.67888	0
  660.00000	51
  497.09890	0
  497.30891	0
  497.51893	0
  497.72894	0
  661.00000	42
  498.14896	0
  498.35897	0
  498.56899	0
  498.77900	0
  662.00000	38
  499.19902	0
  499.40904	0
  499.61905	0
  663.00000	44
  500.03907	0
  500.24908	0
  500.45910	0
  500.66911	0
  664.00000	49
  501.08913	0
  501.29915	0
  501.50916	0
  501.71917	0
  665.00000	46
  502.13919	0
  502.34921	0
  502.55922	0
  502.76923	0
  666.00000	38
  503.18926	0
  503.39927	0
  503.60928	0
  667.00000	37
  504.02930	0
  504.23932	0
  504.44933	0
  504.65934	0
  668.00000	38
  505.07937	0
  505.28938	0
  505.49939	0
  505.70940	0
  669.00000	31
  506.12943	0
  506.33944	0
  506.54945	0
  506.75946	0
  670.00000	34
  507.17949	0
  507.38950	0
  507.59951	0
  671.00000	56
  508.01954	0
  508.22955	0
  508.43956	0
  508.64957	0
  672.00000	35
  509.06960	0
  509.27961	0
  509.48962	0
  509.69963	0
  673.00000	32
  510.11966	0
  510.32967	0
  510.53968	0
  510.74969	0
  674.00000	38
  511.16972	0
  511.37973	0
  511.58974	0
  675.00000	30
  512.00977	0
  512.21978	0
  512.42979	0
  512.63980	0
  676.00000	39
  513.05983	0
  513.26984	0
  513.47985	0
  513.68987	0
  677.00000	31
  514.10989	0
  514.31990	0
  514.52991	0
  514.73993	0
  678.00000	37
  515.15995	0
  515.36996	0
  515.57998	0
  515.78999	0
  679.00000	41
  516.21001	0
  516.42002	0
  516.63004	0
  680.00000	37
  517.05006	0
  517.26007	0
  517.47009	0
  517.68010	0
  681.00000	36
  518.10012	0
  518.31013	0
  518.52015	0
  518.73016	0
  682.00000	34
  519.15018	0
  519.36020	0
  519.57021	0
  519.78022	0
  683.00000	28
  520.20024	0
  520.41026	0
  520.62027	0
  684.00000	33
  521.04029	0
  521.25031	0
  521.46032	0
  521.67033	0
  685.00000	35
  522.09035	0
  522.30037	0
  522.51038	0
  522.72039	0
  686.00000	35
  523.14042	0
  523.35043	0
  523.56044	0
  523.77045	0
  687.00000	39
  524.19048	0
  524.40049	0
  524.61050	0
  688.00000	46
  525.03053	0
  525.24054	0
  525.45055	0
  525.66056	0
  689.00000	24
  526.08059	0
  526.29060	0
  526.50061	0
  526.71062	0
  690.00000	38
  527.13065	0
  527.34066	0
  527.55067	0
  527.76068	0
  691.00000	32
  528.18071	0
  528.39072	0
  528.60073	0
  692.00000	36
  529.02076	0
  529.23077	0
  529.44078	0
  529.65079	0
  693.00000	17
  530.07082	0
  530.28083	0
  530.49084	0
  530.70085	0
  694.00000	22
  531.12088	0
  531.33089	0
  531.54090	0
  531.75092	0
  695.00000	35
  532.17094	0
  532.38095	0
  532.59096	0
  696.00000	29
  533.01099	0
  533.22100	0
  533.43101	0
  533.64103	0
  697.00000	26
  534.06105	0
  534.27106	0
  534.48107	0
  534.69109	0
  698.00000	46
  535.11111	0
  535.32112	0
  535.53114	0
  535.74115	0
  699.00000	38
  536.16117	0
  536.37118	0
  536.58120	0
  700.00000	18
  537.00122	0
  537.21123	0
  537.42125	0
  537.63126	0
  701.00000	35
  538.05128	0
  538.26129	0
  538.47131	0
  538.68132	0
  702.00000	33
  539.10134	0
  539.31136	0
  539.52137	0
  539.73138	0
  703.00000	38
  540.15140	0
  540.36142	0
  540.57143	0
  540.78144	0
  704.00000	24
  541.20147	0
  541.41148	0
  541.62149	0
  705.00000	25
  542.04151	0
  542.25153	0
  542.46154	0
  542.67155	0
  706.00000	29
  543.09158	0
  543.30159	0
  543.51160	0
  543.72161	0
  707.00000	27
  544.14164	0
  544.35165	0
  544.56166	0
  544.77167	0
  708.00000	28
  545.19170	0
  545.40171	0
  545.61172	0
  709.00000	35
  546.03175	0
  546.24176	0
  546.45177	0
  546.66178	0
  710.00000	33
  547.08181	0
  547.29182	0
  547.50183	0
  547.71184	0
  711.00000	34
  548.13187	0
  548.34188	0
  548.55189	0
  548.76190	0
  712.00000	35
  549.18193	0
  549.39194	0
  549.60195	0
  713.00000	23
  550.02198	0
  550.23199	0
  550.44200	0
  550.65201	0
  714.00000	23
  551.07204	0
  551.28205	0
  551.49206	0
  551.70208	0
  715.00000	25
  552.12210	0
  552.33211	0
  552.54212	0
  552.75214	0
  716.00000	30
  553.17216	0
  553.38217	0
  553.59219	0
  717.00000	32
  554.01221	0
  554.22222	0
  554.43223	0
  554.64225	0
  718.00000	19
  555.06227	0
  555.27228	0
  555.48230	0
  555.69231	0
  719.00000	29
  556.11233	0
  556.32234	0
  556.53236	0
  556.74237	0
  720.00000	23
  557.16239	0
  557.37241	0
  557.58242	0
  721.00000	28
  558.00244	0
  558.21245	0
  558.42247	0
  558.63248	0
  722.00000	18
  559.05250	0
  559.26252	0
  559.47253	0
  559.68254	0
  723.00000	28
  560.10256	0
  560.31258	0
  560.52259	0
  560.73260	0
  724.00000	35
  561.15263	0
  561.36264	0
  561.57265	0
  561.78266	0
  725.00000	36
  562.20269	0
  562.41270	0
  562.62271	0
  726.00000	31
  563.04274	0
  563.25275	0
  563.46276	0
  563.67277	0
  727.00000	23
  564.09280	0
  564.30281	0
  564.51282	0
  564.72283	0
  728.00000	26
  565.14286	0
  565.35287	0
  565.56288	0
  565.77289	0
  729.00000	31
  566.19292	0
  566.40293	0
  566.61294	0
  730.00000	21
  567.03297	0
  567.24298	0
  567.45299	0
  567.66300	0
  731.00000	28
  568.08303	0
  568.29304	0
  568.50305	0
  568.71306	0
  732.00000	30
  569.13309	0
  569.34310	0
  569.55311	0
  569.76313	0
  733.00000	26
  570.18315	0
  570.39316	0
  570.60317	0
  734.00000	28
  571.02320	0
  571.23321	0
  571.44322	0
  571.65324	0
  735.00000	36
  572.07326	0
  572.28327	0
  572.49328	0
  572.70330	0
  736.00000	25
  573.12332	0
  573.33333	0
  573.54335	0
  573.75336	0
  737.00000	23
  574.17338	0
  574.38339	0
  574.59341	0
  738.00000	28
  575.01343	0
  575.22344	0
  575.43346	0
  575.64347	0
  739.00000	23
  576.06349	0
  576.27350	0
  576.48352	0
  576.69353	0
  740.00000	24
  577.11355	0
  577.32357	0
  577.53358	0
  577.74359	0
  741.00000	22
  578.16361	0
  578.37363	0
  578.58364	0
  742.00000	27
  579.00366	0
  579.21368	0
  579.42369	0
  579.63370	0
  743.00000	33
  580.05372	0
  580.26374	0
  580.47375	0
  580.68376	0
  744.00000	31
  581.10379	0
  581.31380	0
  581.52381	0
  581.73382	0
  745.00000	25
  582.15385	0
  582.36386	0
  582.57387	0
  582.78388	0
  746.00000	23
  583.20391	0
  583.41392	0
  583.62393	0
  747.00000	18
  584.04396	0
  584.25397	0
  584.46398	0
  584.67399	0
  748.00000	14
  585.09402	0
  585.30403	0
  585.51404	0
  585.72405	0
  749.00000	24
  586.14408	0
  586.35409	0
  586.56410	0
  586.77411	0
  750.00000	26
  587.19414	0
  587.40415	0
  587.61416	0
  751.00000	19
  588.03419	0
  588.24420	0
  588.45421	0
  588.66422	0
  752.00000	26
  589.08425	0
  589.29426	0
  589.50427	0
  589.71429	0
  753.00000	24
  590.13431	0
  590.34432	0
  590.55433	0
  590.76435	0
  754.00000	22
  591.18437	0
  591.39438	0
  591.60440	0
  755.00000	21
  592.02442	0
  592.23443	0
  592.44444	0
  592.65446	0
  756.00000	16
  593.07448	0
  593.28449	0
  593.49451	0
  593.70452	0
  757.00000	21
  594.12454	0
  594.33455	0
  594.54457	0
  594.75458	0
  758.00000	28
  595.17460	0
  595.38462	0
  595.59463	0
  759.00000	27
  596.01465	0
  596.22466	0
  596.43468	0
  596.64469	0
  760.00000	21
  597.06471	0
  597.27473	0
  597.48474	0
  597.69475	0
  761.00000	24
  598.11477	0
  598.32479	0
  598.53480	0
  598.74481	0
  762.00000	27
  599.16484	0
  599.37485	0
  599.58486	0
  763.00000	26
  600.00488	0
  600.21490	0
  600.42491	0
  600.63492	0
  764.00000	24
  601.05495	0
  601.26496	0
  601.47497	0
  601.68498	0
  765.00000	19
  602.10501	0
  602.31502	0
  602.52503	0
  602.73504	0
  766.00000	18
  603.15507	0
  603.36508	0
  603.57509	0
  603.78510	0
  767.00000	23
  604.20513	0
  604.41514	0
  604.62515	0
  768.00000	14
  605.04518	0
  605.25519	0
  605.46520	0
  605.67521	0
  769.00000	26
  606.09524	0
  606.30525	0
  606.51526	0
  606.72527	0
  770.00000	34
  607.14530	0
  607.35531	0
  607.56532	0
  607.77534	0
  771.00000	19
  608.19536	0
  608.40537	0
  608.61538	0
  772.00000	18
  609.03541	0
  609.24542	0
  609.45543	0
  609.66545	0
  773.00000	32
  610.08547	0
  610.29548	0
  610.50549	0
  610.71551	0
  774.00000	19
  611.13553	0
  611.34554	0
  611.55556	0
  611.76557	0
  775.00000	18
  612.18559	0
  612.39560	0
  612.60562	0
  776.00000	18
  613.02564	0
  613.23565	0
  613.44567	0
  613.65568	0
  777.00000	28
  614.07570	0
  614.28571	0
  614.49573	0
  614.70574	0
  778.00000	22
  615.12576	0
  615.33578	0
  615.54579	0
  615.75580	0
  779.00000	20
  616.17582	0
  616.38584	0
  616.59585	0
  780.00000	17
  617.01587	0
  617.22589	0
  617.43590	0
  617.64591	0
  781.00000	14
  618.06593	0
  618.27595	0
  618.48596	0
  618.69597	0
  782.00000	33
  619.11600	0
  619.32601	0
  619.53602	0
  619.74603	0
  783.00000	20
  620.16606	0
  620.37607	0
  620.58608	0
  784.00000	37
  621.00611	0
  621.21612	0
  621.42613	0
  621.63614	0
  785.00000	8
  622.05617	0
  622.26618	0
  622.47619	0
  622.68620	0
  786.00000	19
  623.10623	0
  623.31624	0
  623.52625	0
  623.73626	0
  787.00000	22
  624.15629	0
  624.36630	0
  624.57631	0
  624.78632	0
  788.00000	36
  625.20635	0
  625.41636	0
  625.62637	0
  789.00000	19
  626.04640	0
  626.25641	0
  626.46642	0
  626.67643	0
  790.00000	20
  627.09646	0
  627.30647	0
  627.51648	0
  627.72650	0
  791.00000	18
  628.14652	0
  628.35653	0
  628.56654	0
  628.77656	0
  792.00000	19
  629.19658	0
  629.40659	0
  629.61661	0
  793.00000	16
  630.03663	0
  630.24664	0
  630.45665	0
  630.66667	0
  794.00000	16
  631.08669	0
  631.29670	0
  631.50672	0
  631.71673	0
  795.00000	23
  632.13675	0
  632.34676	0
  632.55678	0
  632.76679	0
  796.00000	17
  633.18681	0
  633.39683	0
  633.60684	0
  797.00000	25
  634.02686	0
  634.23687	0
  634.44689	0
  634.65690	0
  798.00000	28
  635.07692	0
  635.28694	0
  635.49695	0
  635.70696	0
  799.00000	20
  636.12698	0
  636.33700	0
  636.54701	0
  636.75702	0
  800.00000	21
  637.17705	0
  637.38706	0
  637.59707	0
  801.00000	19
  638.01709	0
  638.22711	0
  638.43712	0
  638.64713	0
  802.00000	15
  639.06716	0
  639.27717	0
  639.48718	0
  639.69719	0
  803.00000	20
  640.11722	0
  640.32723	0
  640.53724	0
  640.74725	0
  804.00000	19
  641.16728	0
  641.37729	0
  641.58730	0
  805.00000	20
  642.00733	0
  642.21734	0
  642.42735	0
  642.63736	0
  806.00000	17
  643.05739	0
  643.26740	0
  643.47741	0
  643.68742	0
  807.00000	13
  644.10745	0
  644.31746	0
  644.52747	0
  644.73748	0
  808.00000	23
  645.15751	0
  645.36752	0
  645.57753	0
  645.78755	0
  809.00000	23
  646.20757	0
  646.41758	0
  646.62759	0
  810.00000	16
  647.04762	0
  647.25763	0
  647.46764	0
  647.67766	0
  811.00000	18
  648.09768	0
  648.30769	0
  648.51770	0
  648.72772	0
  812.00000	22
  649.14774	0
  649.35775	0
  649.56777	0
  649.77778	0
  813.00000	20
  650.19780	0
  650.40781	0
  650.61783	0
  814.00000	26
  651.03785	0
  651.24786	0
  651.45788	0
  651.66789	0
  815.00000	18
  652.08791	0
  652.29792	0
  652.50794	0
  652.71795	0
  816.00000	13
  653.13797	0
  653.34799	0
  653.55800	0
  653.76801	0
  817.00000	21
  654.18803	0
  654.39805	0
  654.60806	0
  818.00000	13
  655.02808	0
  655.23810	0
  655.44811	0
  655.65812	0
  819.00000	14
  656.07814	0
  656.28816	0
  656.49817	0
  656.70818	0
  820.00000	19
  657.12821	0
  657.33822	0
  657.54823	0
  657.75824	0
  821.00000	23
  658.17827	0
  658.38828	0
  658.59829	0
  822.00000	14
  659.01832	0
  659.22833	0
  659.43834	0
  659.64835	0
  823.00000	18
  660.06838	0
  660.27839	0
  660.48840	0
  660.69841	0
  824.00000	18
  661.11844	0
  661.32845	0
  661.53846	0
  661.74847	0
  825.00000	24
  662.16850	0
  662.37851	0
  662.58852	0
  826.00000	23
  663.00855	0
  663.21856	0
  663.42857	0
  663.63858	0
  827.00000	19
  664.05861	0
  664.26862	0
  664.47863	0
  664.68864	0
  828.00000	19
  665.10867	0
  665.31868	0
  665.52869	0
  665.73871	0
  829.00000	17
  666.15873	0
  666.36874	0
  666.57875	0
  666.78877	0
  830.00000	24
  667.20879	0
  667.41880	0
  667.62882	0
  831.00000	11
  668.04884	0
  668.25885	0
  668.46886	0
  668.67888	0
  832.00000	12
  669.09890	0
  669.30891	0
  669.51893	0
  669.72894	0
  833.00000	14
  670.14896	0
  670.35897	0
  670.56899	0
  670.77900	0
  834.00000	15
  671.19902	0
  671.40904	0
  671.61905	0
  835.00000	18
  672.03907	0
  672.24908	0
  672.45910	0
  672.66911	0
  836.00000	19
  673.08913	0
  673.29915	0
  673.50916	0
  673.71917	0
  837.00000	15
  674.13919	0
  674.34921	0
  674.55922	0
  674.76923	0
  838.00000	14
  675.18926	0
  675.39927	0
  675.60928	0
  839.00000	16
  676.02930	0
  676.23932	0
  676.44933	0
  676.65934	0
  840.00000	16
  677.07937	0
  677.28938	0
  677.49939	0
  677.70940	0
  841.00000	18
  678.12943	0
  678.33944	0
  678.54945	0
  678.75946	0
  842.00000	15
  679.17949	0
  679.38950	0
  679.59951	0
  843.00000	22
  680.01954	0
  680.22955	0
  680.43956	0
  680.64957	0
  844.00000	20
  681.06960	0
  681.27961	0
  681.48962	0
  681.69963	0
  845.00000	15
  682.11966	0
  682.32967	0
  682.53968	0
  682.74969	0
  846.00000	15
  683.16972	0
  683.37973	0
  683.58974	0
  847.00000	10
  684.00977	0
  684.21978	0
  684.42979	0
  684.63980	0
  848.00000	16
  685.05983	0
  685.26984	0
  685.47985	0
  685.68987	0
  849.00000	18
  686.10989	0
  686.31990	0
  686.52991	0
  686.73993	0
  850.00000	22
  687.15995	0
  687.36996	0
  687.57998	0
  687.78999	0
  851.00000	24
  688.21001	0
  688.42002	0
  688.63004	0
  852.00000	17
  689.05006	0
  689.26007	0
  689.47009	0
  689.68010	0
  853.00000	14
  690.10012	0
  690.31013	0
  690.52015	0
  690.73016	0
  854.00000	24
  691.15018	0
  691.36020	0
  691.57021	0
  691.78022	0
  855.00000	25
  692.20024	0
  692.41026	0
  692.62027	0
  856.00000	13
  693.04029	0
  693.25031	0
  693.46032	0
  693.67033	0
  857.00000	14
  694.09035	0
  694.30037	0
  694.51038	0
  694.72039	0
  858.00000	17
  695.14042	0
  695.35043	0
  695.56044	0
  695.77045	0
  859.00000	20
  696.19048	0
  696.40049	0
  696.61050	0
  860.00000	27
  697.03053	0
  697.24054	0
  697.45055	0
  697.66056	0
  861.00000	15
  698.08059	0
  698.29060	0
  698.50061	0
  698.71062	0
  862.00000	9
  699.13065	0
  699.34066	0
  699.55067	0
  699.76068	0
  863.00000	16
  700.18071	0
  700.39072	0
  700.60073	0
  864.00000	13
  701.02076	0
  701.23077	0
  701.44078	0
  701.65079	0
  865.00000	22
  702.07082	0
  702.28083	0
  702.49084	0
  702.70085	0
  866.00000	19
  703.12088	0
  703.33089	0
  703.54090	0
  703.75092	0
  867.00000	15
  704.17094	0
  704.38095	0
  704.59096	0
  868.00000	14
  705.01099	0
  705.22100	0
  705.43101	0
  705.64103	0
  869.00000	16
  706.06105	0
  706.27106	0
  706.48107	0
  706.69109	0
  870.00000	15
  707.11111	0
  707.32112	0
  707.53114	0
  707.74115	0
  871.00000	16
  708.16117	0
  708.37118	0
  708.58120	0
  872.00000	12
  709.00122	0
  709.21123	0
  709.42125	0
  709.63126	0
  873.00000	13
  710.05128	0
  710.26129	0
  710.47131	0
  710.68132	0
  874.00000	15
  711.10134	0
  711.31136	0
  711.52137	0
  711.73138	0
  875.00000	18
  712.15140	0
  712.36142	0
  712.57143	0
  712.78144	0
  876.00000	17
  713.20147	0
  713.41148	0
  713.62149	0
  877.00000	12
  714.04151	0
  714.25153	0
  714.46154	0
  714.67155	0
  878.00000	10
  715.09158	0
  715.30159	0
  715.51160	0
  715.72161	0
  879.00000	17
  716.14164	0
  716.35165	0
  716.56166	0
  716.77167	0
  880.00000	14
  717.19170	0
  717.40171	0
  717.61172	0
  881.00000	18
  718.03175	0
  718.24176	0
  718.45177	0
  718.66178	0
  882.00000	20
  719.08181	0
  719.29182	0
  719.50183	0
  719.71184	0
  883.00000	19
  720.13187	0
  720.34188	0
  720.55189	0
  720.76190	0
  884.00000	19
  721.18193	0
  721.39194	0
  721.60195	0
  885.00000	13
  722.02198	0
  722.23199	0
  722.44200	0
  722.65201	0
  886.00000	18
  723.07204	0
  723.28205	0
  723.49206	0
  723.70208	0
  887.00000	14
  724.12210	0
  724.33211	0
  724.54212	0
  724.75214	0
  888.00000	7
  725.17216	0
  725.38217	0
  725.59219	0
