Intensity Value	Number of Pixels
  155.06960	0
  155.15897	0
  155.24835	0
  155.33773	0
  155.42711	0
  155.51648	0
  155.60586	0
  155.69524	0
  155.78462	0
  155.87399	0
  212.00000	40
  156.05275	0
  156.14212	0
  156.23150	0
  156.32088	0
  156.41026	0
  156.49963	0
  156.58901	0
  156.67839	0
  156.76777	0
  156.85714	0
  213.00000	43
  157.03590	0
  157.12527	0
  157.21465	0
  157.30403	0
  157.39341	0
  157.48278	0
  157.57216	0
  157.66154	0
  157.75092	0
  157.84029	0
  214.00000	35
  158.01905	0
  158.10842	0
  158.19780	0
  158.28718	0
  158.37656	0
  158.46593	0
  158.55531	0
  158.64469	0
  158.73407	0
  158.82344	0
  215.00000	43
  159.00220	0
  159.09158	0
  159.18095	0
  159.27033	0
  159.35971	0
  159.44908	0
  159.53846	0
  159.62784	0
  159.71722	0
  159.80659	0
  159.89597	0
  216.00000	21
  160.07473	0
  160.16410	0
  160.25348	0
  160.34286	0
  160.43223	0
  160.52161	0
  160.61099	0
  160.70037	0
  160.78974	0
  160.87912	0
  217.00000	30
  161.05788	0
  161.14725	0
  161.23663	0
  161.32601	0
  161.41538	0
  161.50476	0
  161.59414	0
  161.68352	0
  161.77289	0
  161.86227	0
  218.00000	31
  162.04103	0
  162.13040	0
  162.21978	0
  162.30916	0
  162.39853	0
  162.48791	0
  162.57729	0
  162.66667	0
  162.75604	0
  162.84542	0
  219.00000	35
  163.02418	0
  163.11355	0
  163.20293	0
  163.29231	0
  163.38168	0
  163.47106	0
  163.56044	0
  163.64982	0
  163.73919	0
  163.82857	0
  220.00000	37
  164.00733	0
  164.09670	0
  164.18608	0
  164.27546	0
  164.36484	0
  164.45421	0
  164.54359	0
  164.63297	0
  164.72234	0
  164.81172	0
  164.90110	0
  221.00000	32
  165.07985	0
  165.16923	0
  165.25861	0
  165.34799	0
  165.43736	0
  165.52674	0
  165.61612	0
  165.70549	0
  165.79487	0
  165.88425	0
  222.00000	29
  166.06300	0
  166.15238	0
  166.24176	0
  166.33114	0
  166.42051	0
  166.50989	0
  166.59927	0
  166.68864	0
  166.77802	0
  166.86740	0
  223.00000	39
  167.04615	0
  167.13553	0
  167.22491	0
  167.31429	0
  167.40366	0
  167.49304	0
  167.58242	0
  167.67179	0
  167.76117	0
  167.85055	0
  224.00000	24
  168.02930	0
  168.11868	0
  168.20806	0
  168.29744	0
  168.38681	0
  168.47619	0
  168.56557	0
  168.65495	0
  168.74432	0
  168.83370	0
  225.00000	23
  169.01245	0
  169.10183	0
  169.19121	0
  169.28059	0
  169.36996	0
  169.45934	0
  169.54872	0
  169.63810	0
  169.72747	0
  169.81685	0
  169.90623	0
  226.00000	30
  170.08498	0
  170.17436	0
  170.26374	0
  170.35311	0
  170.44249	0
  170.53187	0
  170.62125	0
  170.71062	0
  170.80000	0
  170.88938	0
  227.00000	34
  171.06813	0
  171.15751	0
  171.24689	0
  171.33626	0
  171.42564	0
  171.51502	0
  171.60440	0
  171.69377	0
  171.78315	0
  171.87253	0
  228.00000	21
  172.05128	0
  172.14066	0
  172.23004	0
  172.31941	0
  172.40879	0
  172.49817	0
  172.58755	0
  172.67692	0
  172.76630	0
  172.85568	0
  229.00000	35
  173.03443	0
  173.12381	0
  173.21319	0
  173.30256	0
  173.39194	0
  173.48132	0
  173.57070	0
  173.66007	0
  173.74945	0
  173.83883	0
  230.00000	18
  174.01758	0
  174.10696	0
  174.19634	0
  174.28571	0
  174.37509	0
  174.46447	0
  174.55385	0
  174.64322	0
  174.73260	0
  174.82198	0
  231.00000	29
  175.00073	0
  175.09011	0
  175.17949	0
  175.26886	0
  175.35824	0
  175.44762	0
  175.53700	0
  175.62637	0
  175.71575	0
  175.80513	0
  175.89451	0
  232.00000	29
  176.07326	0
  176.16264	0
  176.25201	0
  176.34139	0
  176.43077	0
  176.52015	0
  176.60952	0
  176.69890	0
  176.78828	0
  176.87766	0
  233.00000	30
  177.05641	0
  177.14579	0
  177.23516	0
  177.32454	0
  177.41392	0
  177.50330	0
  177.59267	0
  177.68205	0
  177.77143	0
  177.86081	0
  234.00000	24
  178.03956	0
  178.12894	0
  178.21832	0
  178.30769	0
  178.39707	0
  178.48645	0
  178.57582	0
  178.66520	0
  178.75458	0
  178.84396	0
  235.00000	18
  179.02271	0
  179.11209	0
  179.20147	0
  179.29084	0
  179.38022	0
  179.46960	0
  179.55897	0
  179.64835	0
  179.73773	0
  179.82711	0
  236.00000	20
  180.00586	0
  180.09524	0
  180.18462	0
  180.27399	0
  180.36337	0
  180.45275	0
  180.54212	0
  180.63150	0
  180.72088	0
  180.81026	0
  180.89963	0
  237.00000	38
  181.07839	0
  181.16777	0
  181.25714	0
  181.34652	0
  181.43590	0
  181.52527	0
  181.61465	0
  181.70403	0
  181.79341	0
  181.88278	0
  238.00000	25
  182.06154	0
  182.15092	0
  182.24029	0
  182.32967	0
  182.41905	0
  182.50842	0
  182.59780	0
  182.68718	0
  182.77656	0
  182.86593	0
  239.00000	25
  183.04469	0
  183.13407	0
  183.22344	0
  183.31282	0
  183.40220	0
  183.49158	0
  183.58095	0
  183.67033	0
  183.75971	0
  183.84908	0
  240.00000	24
  184.02784	0
  184.11722	0
  184.20659	0
  184.29597	0
  184.38535	0
  184.47473	0
  184.56410	0
  184.65348	0
  184.74286	0
  184.83223	0
  241.00000	25
  185.01099	0
  185.10037	0
  185.18974	0
  185.27912	0
  185.36850	0
  185.45788	0
  185.54725	0
  185.63663	0
  185.72601	0
  185.81538	0
  185.90476	0
  242.00000	26
  186.08352	0
  186.17289	0
  186.26227	0
  186.35165	0
  186.44103	0
  186.53040	0
  186.61978	0
  186.70916	0
  186.79853	0
  186.88791	0
  243.00000	26
  187.06667	0
  187.15604	0
  187.24542	0
  187.33480	0
  187.42418	0
  187.51355	0
  187.60293	0
  187.69231	0
  187.78168	0
  187.87106	0
  244.00000	19
  188.04982	0
  188.13919	0
  188.22857	0
  188.31795	0
  188.40733	0
  188.49670	0
  188.58608	0
  188.67546	0
  188.76484	0
  188.85421	0
  245.00000	22
  189.03297	0
  189.12234	0
  189.21172	0
  189.30110	0
  189.39048	0
  189.47985	0
  189.56923	0
  189.65861	0
  189.74799	0
  189.83736	0
  246.00000	32
  190.01612	0
  190.10549	0
  190.19487	0
  190.28425	0
  190.37363	0
  190.46300	0
  190.55238	0
  190.64176	0
  190.73114	0
  190.82051	0
  190.90989	0
  247.00000	21
  191.08864	0
  191.17802	0
  191.26740	0
  191.35678	0
  191.44615	0
  191.53553	0
  191.62491	0
  191.71429	0
  191.80366	0
  191.89304	0
  248.00000	23
  192.07179	0
  192.16117	0
  192.25055	0
  192.33993	0
  192.42930	0
  192.51868	0
  192.60806	0
  192.69744	0
  192.78681	0
  192.87619	0
  249.00000	16
  193.05495	0
  193.14432	0
  193.23370	0
  193.32308	0
  193.41245	0
  193.50183	0
  193.59121	0
  193.68059	0
  193.76996	0
  193.85934	0
  250.00000	21
  194.03810	0
  194.12747	0
  194.21685	0
  194.30623	0
  194.39560	0
  194.48498	0
  194.57436	0
  194.66374	0
  194.75311	0
  194.84249	0
  251.00000	23
  195.02125	0
  195.11062	0
  195.20000	0
  195.28938	0
  195.37875	0
  195.46813	0
  195.55751	0
  195.64689	0
  195.73626	0
  195.82564	0
  252.00000	24
  196.00440	0
  196.09377	0
  196.18315	0
  196.27253	0
  196.36190	0
  196.45128	0
  196.54066	0
  196.63004	0
  196.71941	0
  196.80879	0
  196.89817	0
  253.00000	22
  197.07692	0
  197.16630	0
  197.25568	0
  197.34505	0
  197.43443	0
  197.52381	0
  197.61319	0
  197.70256	0
  197.79194	0
  197.88132	0
  254.00000	29
  198.06007	0
  198.14945	0
  198.23883	0
  198.32821	0
  198.41758	0
  198.50696	0
  198.59634	0
  198.68571	0
  198.77509	0
  198.86447	0
  255.00000	22
  199.04322	0
  199.13260	0
  199.22198	0
  199.31136	0
  199.40073	0
  199.49011	0
  199.57949	0
  199.66886	0
  199.75824	0
  199.84762	0
  256.00000	19
  200.02637	0
  200.11575	0
  200.20513	0
  200.29451	0
  200.38388	0
  200.47326	0
  200.56264	0
  200.65201	0
  200.74139	0
  200.83077	0
  257.00000	26
  201.00952	0
  201.09890	0
  201.18828	0
  201.27766	0
  201.36703	0
  201.45641	0
  201.54579	0
  201.63516	0
  201.72454	0
  201.81392	0
  201.90330	0
  258.00000	19
  202.08205	0
  202.17143	0
  202.26081	0
  202.35018	0
  202.43956	0
  202.52894	0
  202.61832	0
  202.70769	0
  202.79707	0
  202.88645	0
  259.00000	14
  203.06520	0
  203.15458	0
  203.24396	0
  203.33333	0
  203.42271	0
  203.51209	0
  203.60147	0
  203.69084	0
  203.78022	0
  203.86960	0
  260.00000	19
  204.04835	0
  204.13773	0
  204.22711	0
  204.31648	0
  204.40586	0
  204.49524	0
  204.58462	0
  204.67399	0
  204.76337	0
  204.85275	0
  261.00000	14
  205.03150	0
  205.12088	0
  205.21026	0
  205.29963	0
  205.38901	0
  205.47839	0
  205.56777	0
  205.65714	0
  205.74652	0
  205.83590	0
  262.00000	20
  206.01465	0
  206.10403	0
  206.19341	0
  206.28278	0
  206.37216	0
  206.46154	0
  206.55092	0
  206.64029	0
  206.72967	0
  206.81905	0
  206.90842	0
  263.00000	11
  207.08718	0
  207.17656	0
  207.26593	0
  207.35531	0
  207.44469	0
  207.53407	0
  207.62344	0
  207.71282	0
  207.80220	0
  207.89158	0
  264.00000	17
  208.07033	0
  208.15971	0
  208.24908	0
  208.33846	0
  208.42784	0
  208.51722	0
  208.60659	0
  208.69597	0
  208.78535	0
  208.87473	0
  265.00000	14
  209.05348	0
  209.14286	0
  209.23223	0
  209.32161	0
  209.41099	0
  209.50037	0
  209.58974	0
  209.67912	0
  209.76850	0
  209.85788	0
  266.00000	23
  210.03663	0
  210.12601	0
  210.21538	0
  210.30476	0
  210.39414	0
  210.48352	0
  210.57289	0
  210.66227	0
  210.75165	0
  210.84103	0
  267.00000	16
  211.01978	0
  211.10916	0
  211.19853	0
  211.28791	0
  211.37729	0
  211.46667	0
  211.55604	0
  211.64542	0
  211.73480	0
  211.82418	0
  268.00000	18
  212.00293	0
  212.09231	0
  212.18168	0
  212.27106	0
  212.36044	0
  212.44982	0
  212.53919	0
  212.62857	0
  212.71795	0
  212.80733	0
  212.89670	0
  269.00000	16
  213.07546	0
  213.16484	0
  213.25421	0
  213.34359	0
  213.43297	0
  213.52234	0
  213.61172	0
  213.70110	0
  213.79048	0
  213.87985	0
  270.00000	15
  214.05861	0
  214.14799	0
  214.23736	0
  214.32674	0
  214.41612	0
  214.50549	0
  214.59487	0
  214.68425	0
  214.77363	0
  214.86300	0
  271.00000	17
  215.04176	0
  215.13114	0
  215.22051	0
  215.30989	0
  215.39927	0
  215.48864	0
  215.57802	0
  215.66740	0
  215.75678	0
  215.84615	0
  272.00000	17
  216.02491	0
  216.11429	0
  216.20366	0
  216.29304	0
  216.38242	0
  216.47179	0
  216.56117	0
  216.65055	0
  216.73993	0
  216.82930	0
  273.00000	15
  217.00806	0
  217.09744	0
  217.18681	0
  217.27619	0
  217.36557	0
  217.45495	0
  217.54432	0
  217.63370	0
  217.72308	0
  217.81245	0
  217.90183	0
  274.00000	12
  218.08059	0
  218.16996	0
  218.25934	0
  218.34872	0
  218.43810	0
  218.52747	0
  218.61685	0
  218.70623	0
  218.79560	0
  218.88498	0
  275.00000	12
  219.06374	0
  219.15311	0
  219.24249	0
  219.33187	0
  219.42125	0
  219.51062	0
  219.60000	0
  219.68938	0
  219.77875	0
  219.86813	0
  276.00000	21
  220.04689	0
  220.13626	0
  220.22564	0
  220.31502	0
  220.40440	0
  220.49377	0
  220.58315	0
  220.67253	0
  220.76190	0
  220.85128	0
  277.00000	17
  221.03004	0
  221.11941	0
  221.20879	0
  221.29817	0
  221.38755	0
  221.47692	0
  221.56630	0
  221.65568	0
  221.74505	0
  221.83443	0
  278.00000	16
  222.01319	0
  222.10256	0
  222.19194	0
  222.28132	0
  222.37070	0
  222.46007	0
  222.54945	0
  222.63883	0
  222.72821	0
  222.81758	0
  222.90696	0
  279.00000	14
  223.08571	0
  223.17509	0
  223.26447	0
  223.35385	0
  223.44322	0
  223.53260	0
  223.62198	0
  223.71136	0
  223.80073	0
  223.89011	0
  280.00000	5
  224.06886	0
  224.15824	0
  224.24762	0
  224.33700	0
  224.42637	0
  224.51575	0
  224.60513	0
  224.69451	0
  224.78388	0
  224.87326	0
  281.00000	6
  225.05201	0
  225.14139	0
  225.23077	0
  225.32015	0
  225.40952	0
  225.49890	0
  225.58828	0
  225.67766	0
  225.76703	0
  225.85641	0
  282.00000	13
  226.03516	0
  226.12454	0
  226.21392	0
  226.30330	0
  226.39267	0
  226.48205	0
  226.57143	0
  226.66081	0
  226.75018	0
  226.83956	0
  283.00000	13
  227.01832	0
  227.10769	0
  227.19707	0
  227.28645	0
  227.37582	0
  227.46520	0
  227.55458	0
  227.64396	0
  227.73333	0
  227.82271	0
  284.00000	8
  228.00147	0
  228.09084	0
  228.18022	0
  228.26960	0
  228.35897	0
  228.44835	0
  228.53773	0
  228.62711	0
  228.71648	0
  228.80586	0
  228.89524	0
  285.00000	11
  229.07399	0
  229.16337	0
  229.25275	0
  229.34212	0
  229.43150	0
  229.52088	0
  229.61026	0
  229.69963	0
  229.78901	0
  229.87839	0
  286.00000	11
  230.05714	0
  230.14652	0
  230.23590	0
  230.32527	0
  230.41465	0
  230.50403	0
  230.59341	0
  230.68278	0
  230.77216	0
  230.86154	0
  287.00000	17
  231.04029	0
  231.12967	0
  231.21905	0
  231.30842	0
  231.39780	0
  231.48718	0
  231.57656	0
  231.66593	0
  231.75531	0
  231.84469	0
  288.00000	10
  232.02344	0
  232.11282	0
  232.20220	0
  232.29158	0
  232.38095	0
  232.47033	0
  232.55971	0
  232.64908	0
  232.73846	0
  232.82784	0
  289.00000	14
  233.00659	0
  233.09597	0
  233.18535	0
  233.27473	0
  233.36410	0
  233.45348	0
  233.54286	0
  233.63223	0
  233.72161	0
  233.81099	0
  233.90037	0
  290.00000	8
  234.07912	0
  234.16850	0
  234.25788	0
  234.34725	0
  234.43663	0
  234.52601	0
  234.61538	0
  234.70476	0
  234.79414	0
  234.88352	0
  291.00000	14
  235.06227	0
  235.15165	0
  235.24103	0
  235.33040	0
  235.41978	0
  235.50916	0
  235.59853	0
  235.68791	0
  235.77729	0
  235.86667	0
  292.00000	13
  236.04542	0
  236.13480	0
  236.22418	0
  236.31355	0
  236.40293	0
  236.49231	0
  236.58168	0
  236.67106	0
  236.76044	0
  236.84982	0
  293.00000	14
  237.02857	0
  237.11795	0
  237.20733	0
  237.29670	0
  237.38608	0
  237.47546	0
  237.56484	0
  237.65421	0
  237.74359	0
  237.83297	0
  294.00000	9
  238.01172	0
  238.10110	0
  238.19048	0
  238.27985	0
  238.36923	0
  238.45861	0
  238.54799	0
  238.63736	0
  238.72674	0
  238.81612	0
  238.90549	0
  295.00000	14
  239.08425	0
  239.17363	0
  239.26300	0
  239.35238	0
  239.44176	0
  239.53114	0
  239.62051	0
  239.70989	0
  239.79927	0
  239.88864	0
  296.00000	10
  240.06740	0
  240.15678	0
  240.24615	0
  240.33553	0
  240.42491	0
  240.51429	0
  240.60366	0
  240.69304	0
  240.78242	0
  240.87179	0
  297.00000	17
  241.05055	0
  241.13993	0
  241.22930	0
  241.31868	0
  241.40806	0
  241.49744	0
  241.58681	0
  241.67619	0
  241.76557	0
  241.85495	0
  298.00000	10
  242.03370	0
  242.12308	0
  242.21245	0
  242.30183	0
  242.39121	0
  242.48059	0
  242.56996	0
  242.65934	0
  242.74872	0
  242.83810	0
  299.00000	13
  243.01685	0
  243.10623	0
  243.19560	0
  243.28498	0
  243.37436	0
  243.46374	0
  243.55311	0
  243.64249	0
  243.73187	0
  243.82125	0
  243.91062	0
  300.00000	9
  244.08938	0
  244.17875	0
  244.26813	0
  244.35751	0
  244.44689	0
  244.53626	0
  244.62564	0
  244.71502	0
  244.80440	0
  244.89377	0
  301.00000	12
  245.07253	0
  245.16190	0
  245.25128	0
  245.34066	0
  245.43004	0
  245.51941	0
  245.60879	0
  245.69817	0
  245.78755	0
  245.87692	0
  302.00000	10
  246.05568	0
  246.14505	0
  246.23443	0
  246.32381	0
  246.41319	0
  246.50256	0
  246.59194	0
  246.68132	0
  246.77070	0
  246.86007	0
  303.00000	9
  247.03883	0
  247.12821	0
  247.21758	0
  247.30696	0
  247.39634	0
  247.48571	0
  247.57509	0
  247.66447	0
  247.75385	0
  247.84322	0
  304.00000	11
  248.02198	0
  248.11136	0
  248.20073	0
  248.29011	0
  248.37949	0
  248.46886	0
  248.55824	0
  248.64762	0
  248.73700	0
  248.82637	0
  305.00000	9
  249.00513	0
  249.09451	0
  249.18388	0
  249.27326	0
  249.36264	0
  249.45201	0
  249.54139	0
  249.63077	0
  249.72015	0
  249.80952	0
  249.89890	0
  306.00000	10
  250.07766	0
  250.16703	0
  250.25641	0
  250.34579	0
  250.43516	0
  250.52454	0
  250.61392	0
  250.70330	0
  250.79267	0
  250.88205	0
  307.00000	10
  251.06081	0
  251.15018	0
  251.23956	0
  251.32894	0
  251.41832	0
  251.50769	0
  251.59707	0
  251.68645	0
  251.77582	0
  251.86520	0
  308.00000	6
  252.04396	0
  252.13333	0
  252.22271	0
  252.31209	0
  252.40147	0
  252.49084	0
  252.58022	0
  252.66960	0
  252.75897	0
  252.84835	0
  309.00000	6
  253.02711	0
  253.11648	0
  253.20586	0
  253.29524	0
  253.38462	0
  253.47399	0
  253.56337	0
  253.65275	0
  253.74212	0
  253.83150	0
  310.00000	7
  254.01026	0
  254.09963	0
  254.18901	0
  254.27839	0
  254.36777	0
  254.45714	0
  254.54652	0
  254.63590	0
  254.72527	0
  254.81465	0
  254.90403	0
  311.00000	8
  255.08278	0
  255.17216	0
  255.26154	0
  255.35092	0
  255.44029	0
  255.52967	0
  255.61905	0
  255.70842	0
  255.79780	0
  255.88718	0
  312.00000	9
  256.06593	0
  256.15531	0
  256.24469	0
  256.33407	0
  256.42344	0
  256.51282	0
  256.60220	0
  256.69158	0
  256.78095	0
  256.87033	0
  313.00000	11
  257.04908	0
  257.13846	0
  257.22784	0
  257.31722	0
  257.40659	0
  257.49597	0
  257.58535	0
  257.67473	0
  257.76410	0
  257.85348	0
  314.00000	9
  258.03223	0
  258.12161	0
  258.21099	0
  258.30037	0
  258.38974	0
  258.47912	0
  258.56850	0
  258.65788	0
  258.74725	0
  258.83663	0
  315.00000	3
  259.01538	0
  259.10476	0
  259.19414	0
  259.28352	0
  259.37289	0
  259.46227	0
  259.55165	0
  259.64103	0
  259.73040	0
  259.81978	0
  259.90916	0
  316.00000	5
  260.08791	0
  260.17729	0
  260.26667	0
  260.35604	0
  260.44542	0
  260.53480	0
  260.62418	0
  260.71355	0
  260.80293	0
  260.89231	0
  317.00000	11
  261.07106	0
  261.16044	0
  261.24982	0
  261.33919	0
  261.42857	0
  261.51795	0
  261.60733	0
  261.69670	0
  261.78608	0
  261.87546	0
  318.00000	5
  262.05421	0
  262.14359	0
  262.23297	0
  262.32234	0
  262.41172	0
  262.50110	0
  262.59048	0
  262.67985	0
  262.76923	0
  262.85861	0
  319.00000	7
  263.03736	0
  263.12674	0
  263.21612	0
  263.30549	0
  263.39487	0
  263.48425	0
  263.57363	0
  263.66300	0
  263.75238	0
  263.84176	0
  320.00000	14
  264.02051	0
  264.10989	0
  264.19927	0
  264.28864	0
  264.37802	0
  264.46740	0
  264.55678	0
  264.64615	0
  264.73553	0
  264.82491	0
  321.00000	7
  265.00366	0
  265.09304	0
  265.18242	0
  265.27179	0
  265.36117	0
  265.45055	0
  265.53993	0
  265.62930	0
  265.71868	0
  265.80806	0
  265.89744	0
  322.00000	12
  266.07619	0
  266.16557	0
  266.25495	0
  266.34432	0
  266.43370	0
  266.52308	0
  266.61245	0
  266.70183	0
  266.79121	0
  266.88059	0
  323.00000	6
  267.05934	0
  267.14872	0
  267.23810	0
  267.32747	0
  267.41685	0
  267.50623	0
  267.59560	0
  267.68498	0
  267.77436	0
  267.86374	0
  324.00000	10
  268.04249	0
  268.13187	0
  268.22125	0
  268.31062	0
  268.40000	0
  268.48938	0
  268.57875	0
  268.66813	0
  268.75751	0
  268.84689	0
  325.00000	5
  269.02564	0
  269.11502	0
  269.20440	0
  269.29377	0
  269.38315	0
  269.47253	0
  269.56190	0
  269.65128	0
  269.74066	0
  269.83004	0
  326.00000	10
  270.00879	0
  270.09817	0
  270.18755	0
  270.27692	0
  270.36630	0
  270.45568	0
  270.54505	0
  270.63443	0
  270.72381	0
  270.81319	0
  270.90256	0
  327.00000	10
  271.08132	0
  271.17070	0
  271.26007	0
  271.34945	0
  271.43883	0
  271.52821	0
  271.61758	0
  271.70696	0
  271.79634	0
  271.88571	0
  328.00000	11
  272.06447	0
  272.15385	0
  272.24322	0
  272.33260	0
  272.42198	0
  272.51136	0
  272.60073	0
  272.69011	0
  272.77949	0
  272.86886	0
  329.00000	7
  273.04762	0
  273.13700	0
  273.22637	0
  273.31575	0
  273.40513	0
  273.49451	0
  273.58388	0
  273.67326	0
  273.76264	0
  273.85201	0
  330.00000	7
  274.03077	0
  274.12015	0
  274.20952	0
  274.29890	0
  274.38828	0
  274.47766	0
  274.56703	0
  274.65641	0
  274.74579	0
  274.83516	0
  331.00000	10
  275.01392	0
  275.10330	0
  275.19267	0
  275.28205	0
  275.37143	0
  275.46081	0
  275.55018	0
  275.63956	0
  275.72894	0
  275.81832	0
  275.90769	0
  332.00000	7
  276.08645	0
  276.17582	0
  276.26520	0
  276.35458	0
  276.44396	0
  276.53333	0
  276.62271	0
  276.71209	0
  276.80147	0
  276.89084	0
  333.00000	5
  277.06960	0
  277.15897	0
  277.24835	0
  277.33773	0
  277.42711	0
  277.51648	0
  277.60586	0
  277.69524	0
  277.78462	0
  277.87399	0
  334.00000	8
  278.05275	0
  278.14212	0
  278.23150	0
  278.32088	0
  278.41026	0
  278.49963	0
  278.58901	0
  278.67839	0
  278.76777	0
  278.85714	0
  335.00000	3
  279.03590	0
  279.12527	0
  279.21465	0
  279.30403	0
  279.39341	0
  279.48278	0
  279.57216	0
  279.66154	0
  279.75092	0
  279.84029	0
  336.00000	6
  280.01905	0
  280.10842	0
  280.19780	0
  280.28718	0
  280.37656	0
  280.46593	0
  280.55531	0
  280.64469	0
  280.73407	0
  280.82344	0
  337.00000	7
  281.00220	0
  281.09158	0
  281.18095	0
  281.27033	0
  281.35971	0
  281.44908	0
  281.53846	0
  281.62784	0
  281.71722	0
  281.80659	0
  281.89597	0
  338.00000	11
  282.07473	0
  282.16410	0
  282.25348	0
  282.34286	0
  282.43223	0
  282.52161	0
  282.61099	0
  282.70037	0
  282.78974	0
  282.87912	0
  339.00000	6
  283.05788	0
  283.14725	0
  283.23663	0
  283.32601	0
  283.41538	0
  283.50476	0
  283.59414	0
  283.68352	0
  283.77289	0
  283.86227	0
  340.00000	11
  284.04103	0
  284.13040	0
  284.21978	0
  284.30916	0
  284.39853	0
  284.48791	0
  284.57729	0
  284.66667	0
  284.75604	0
  284.84542	0
  341.00000	8
  285.02418	0
  285.11355	0
  285.20293	0
  285.29231	0
  285.38168	0
  285.47106	0
  285.56044	0
  285.64982	0
  285.73919	0
  285.82857	0
  342.00000	10
  286.00733	0
  286.09670	0
  286.18608	0
  286.27546	0
  286.36484	0
  286.45421	0
  286.54359	0
  286.63297	0
  286.72234	0
  286.81172	0
  286.90110	0
  343.00000	8
  287.07985	0
  287.16923	0
  287.25861	0
  287.34799	0
  287.43736	0
  287.52674	0
  287.61612	0
  287.70549	0
  287.79487	0
  287.88425	0
  344.00000	11
  288.06300	0
  288.15238	0
  288.24176	0
  288.33114	0
  288.42051	0
  288.50989	0
  288.59927	0
  288.68864	0
  288.77802	0
  288.86740	0
  345.00000	9
  289.04615	0
  289.13553	0
  289.22491	0
  289.31429	0
  289.40366	0
  289.49304	0
  289.58242	0
  289.67179	0
  289.76117	0
  289.85055	0
  346.00000	10
  290.02930	0
  290.11868	0
  290.20806	0
  290.29744	0
  290.38681	0
  290.47619	0
  290.56557	0
  290.65495	0
  290.74432	0
  290.83370	0
  347.00000	8
  291.01245	0
  291.10183	0
  291.19121	0
  291.28059	0
  291.36996	0
  291.45934	0
  291.54872	0
  291.63810	0
  291.72747	0
  291.81685	0
  291.90623	0
  348.00000	6
  292.08498	0
  292.17436	0
  292.26374	0
  292.35311	0
  292.44249	0
  292.53187	0
  292.62125	0
  292.71062	0
  292.80000	0
  292.88938	0
  349.00000	8
  293.06813	0
  293.15751	0
  293.24689	0
  293.33626	0
  293.42564	0
  293.51502	0
  293.60440	0
  293.69377	0
  293.78315	0
  293.87253	0
  350.00000	7
  294.05128	0
  294.14066	0
  294.23004	0
  294.31941	0
  294.40879	0
  294.49817	0
  294.58755	0
  294.67692	0
  294.76630	0
  294.85568	0
  351.00000	7
  295.03443	0
  295.12381	0
  295.21319	0
  295.30256	0
  295.39194	0
  295.48132	0
  295.57070	0
  295.66007	0
  295.74945	0
  295.83883	0
  352.00000	6
  296.01758	0
  296.10696	0
  296.19634	0
  296.28571	0
  296.37509	0
  296.46447	0
  296.55385	0
  296.64322	0
  296.73260	0
  296.82198	0
  353.00000	12
  297.00073	0
  297.09011	0
  297.17949	0
  297.26886	0
  297.35824	0
  297.44762	0
  297.53700	0
  297.62637	0
  297.71575	0
  297.80513	0
  297.89451	0
  354.00000	3
  298.07326	0
  298.16264	0
  298.25201	0
  298.34139	0
  298.43077	0
  298.52015	0
  298.60952	0
  298.69890	0
  298.78828	0
  298.87766	0
  355.00000	4
  299.05641	0
  299.14579	0
  299.23516	0
  299.32454	0
  299.41392	0
  299.50330	0
  299.59267	0
  299.68205	0
  299.77143	0
  299.86081	0
  356.00000	7
  300.03956	0
  300.12894	0
  300.21832	0
  300.30769	0
  300.39707	0
  300.48645	0
  300.57582	0
  300.66520	0
  300.75458	0
  300.84396	0
  357.00000	5
  301.02271	0
  301.11209	0
  301.20147	0
  301.29084	0
  301.38022	0
  301.46960	0
  301.55897	0
  301.64835	0
  301.73773	0
  301.82711	0
  358.00000	4
  302.00586	0
  302.09524	0
  302.18462	0
  302.27399	0
  302.36337	0
  302.45275	0
  302.54212	0
  302.63150	0
  302.72088	0
  302.81026	0
  302.89963	0
  359.00000	6
  303.07839	0
  303.16777	0
  303.25714	0
  303.34652	0
  303.43590	0
  303.52527	0
  303.61465	0
  303.70403	0
  303.79341	0
  303.88278	0
  360.00000	9
  304.06154	0
  304.15092	0
  304.24029	0
  304.32967	0
  304.41905	0
  304.50842	0
  304.59780	0
  304.68718	0
  304.77656	0
  304.86593	0
  361.00000	3
  305.04469	0
  305.13407	0
  305.22344	0
  305.31282	0
  305.40220	0
  305.49158	0
  305.58095	0
  305.67033	0
  305.75971	0
  305.84908	0
  362.00000	6
  306.02784	0
  306.11722	0
  306.20659	0
  306.29597	0
  306.38535	0
  306.47473	0
  306.56410	0
  306.65348	0
  306.74286	0
  306.83223	0
  363.00000	7
  307.01099	0
  307.10037	0
  307.18974	0
  307.27912	0
  307.36850	0
  307.45788	0
  307.54725	0
  307.63663	0
  307.72601	0
  307.81538	0
  307.90476	0
  364.00000	3
  308.08352	0
  308.17289	0
  308.26227	0
  308.35165	0
  308.44103	0
  308.53040	0
  308.61978	0
  308.70916	0
  308.79853	0
  308.88791	0
  365.00000	5
  309.06667	0
  309.15604	0
  309.24542	0
  309.33480	0
  309.42418	0
  309.51355	0
  309.60293	0
  309.69231	0
  309.78168	0
  309.87106	0
  366.00000	3
  310.04982	0
  310.13919	0
  310.22857	0
  310.31795	0
  310.40733	0
  310.49670	0
  310.58608	0
  310.67546	0
  310.76484	0
  310.85421	0
  367.00000	2
  311.03297	0
  311.12234	0
  311.21172	0
